"UniqueID","Probability1"
6533,0.022207720554582
6534,0.0982831138885607
6535,0.888610929348875
6536,0.1831690865442
6537,0.37279843445718
6538,0.873156978773773
6539,0.881463108979604
6540,0.0566279748553387
6541,0.0525088496047297
6542,0.0244312955208826
6543,0.0223658129076433
6544,0.880688900485836
6545,0.021262766621224
6546,0.0234262839653526
6547,0.0173666276342272
6548,0.882893061317822
6549,0.878512962662956
6550,0.291040143096034
6551,0.38433437318539
6552,0.0518921264134369
6553,0.0867265436561871
6554,0.0426091351353557
6555,0.859558642309531
6556,0.0270168941212683
6557,0.0187786628432575
6558,0.556043732175033
6559,0.0327538424233227
6560,0.825725164796861
6561,0.270138077138799
6562,0.0220506568628001
6563,0.015889845012644
6564,0.0387265022141686
6565,0.0197450248230139
6566,0.059131259458058
6567,0.112211484033594
6568,0.877035991025953
6569,0.776478245548721
6570,0.029040480937462
6571,0.0752437613286344
6572,0.689327745886901
6573,0.816046155266524
6574,0.878005404629586
6575,0.0326143220912639
6576,0.632247242806409
6577,0.0158149533291628
6578,0.0223893308846344
6579,0.0350017855678383
6580,0.0242117990574499
6581,0.669571632745901
6582,0.0287956780515293
6583,0.0204063074436045
6584,0.241198520487667
6585,0.0157991654465398
6586,0.0901477878468468
6587,0.295824706450471
6588,0.0175696842557103
6589,0.0174624310108794
6590,0.126072083597885
6591,0.640859373404239
6592,0.021089259580029
6593,0.0195868018563977
6594,0.029596844014459
6595,0.0318596188963462
6596,0.026461774824179
6597,0.0281738640193475
6598,0.0231366375633178
6599,0.0157077723406852
6600,0.300710005001792
6601,0.127668753605939
6602,0.0178840309224485
6603,0.0173302930460606
6604,0.0322397905173873
6605,0.19404313268855
6606,0.775270156550471
6607,0.0211918698429752
6608,0.877975870069124
6609,0.859392934582812
6610,0.0161971624059491
6611,0.0562104848154365
6612,0.192487258628803
6613,0.0280086060200973
6614,0.0382117885513061
6615,0.0170550384343605
6616,0.0664446682727161
6617,0.0513097615706557
6618,0.027281086224921
6619,0.149369515618705
6620,0.0189143003965257
6621,0.0373576560366915
6622,0.0794875407721919
6623,0.0236325273868899
6624,0.0272519950139215
6625,0.0622968441106293
6626,0.0156838165255633
6627,0.0259110373078027
6628,0.00860783782706344
6629,0.0295912589872913
6630,0.0167960933722
6631,0.0396471518510089
6632,0.186349737241741
6633,0.692096402240256
6634,0.0208323674073461
6635,0.461085025325518
6636,0.265582977427044
6637,0.382750620461294
6638,0.342692519456241
6639,0.138918572111868
6640,0.216978410218266
6641,0.324390438029793
6642,0.249347810892455
6643,0.338411208775262
6644,0.334389229148122
6645,0.0615088288347893
6646,0.326373698406603
6647,0.055849459351087
6648,0.0786617898121276
6649,0.211447084014177
6650,0.822133465840589
6651,0.0181395711497041
6652,0.012550504243299
6653,0.0351552343926055
6654,0.0201648098781479
6655,0.171355625896503
6656,0.031327846046343
6657,0.0244040889919357
6658,0.107221959062168
6659,0.0258356869891948
6660,0.296954934533206
6661,0.017000760903085
6662,0.0289120957557089
6663,0.120581327020625
6664,0.200587091206027
6665,0.10472434024234
6666,0.0235719459768905
6667,0.21867569372446
6668,0.0151844419474944
6669,0.0233679346689606
6670,0.881313206196208
6671,0.880839468215047
6672,0.0227353525803217
6673,0.0932997278234128
6674,0.0377075862795983
6675,0.00870188719386293
6676,0.0251457805742217
6677,0.0256252102333651
6678,0.0268483277226326
6679,0.0218055404461551
6680,0.740102856985599
6681,0.0390400670546042
6682,0.0174961690805837
6683,0.0681972612849088
6684,0.461217898521814
6685,0.019217408147947
6686,0.0227919551889122
6687,0.0254531516070393
6688,0.822875780699305
6689,0.0181312156003874
6690,0.0223793710360189
6691,0.152434054394011
6692,0.122158745096495
6693,0.0171653453693854
6694,0.854242110764703
6695,0.0429460110717127
6696,0.0158574876828872
6697,0.698283237219922
6698,0.0823954600719409
6699,0.23544177570609
6700,0.0169945155023726
6701,0.295305178457044
6702,0.0218323539790546
6703,0.0570050249652218
6704,0.064474789603792
6705,0.0500868183909008
6706,0.0146447391379295
6707,0.138605138329405
6708,0.0257948915056851
6709,0.0187628625260339
6710,0.0188383774993949
6711,0.0500856580252028
6712,0.0257104190316039
6713,0.0293599421841382
6714,0.0678557689573205
6715,0.0461151100621222
6716,0.00828598670856544
6717,0.0150236939247136
6718,0.0908891696320325
6719,0.030636474606075
6720,0.838762028337819
6721,0.0166960222901721
6722,0.0215756586522254
6723,0.907432535171781
6724,0.0776469971839284
6725,0.485502935648818
6726,0.0585931865672761
6727,0.100504310619177
6728,0.876469055979551
6729,0.0177745879047821
6730,0.0187528050986092
6731,0.225235693058536
6732,0.0223831398504437
6733,0.186483206540619
6734,0.0300036889154496
6735,0.0272487386263111
6736,0.040607437744246
6737,0.0313831981117884
6738,0.0720096205714796
6739,0.146836834084466
6740,0.0163058225999867
6741,0.0604982070410007
6742,0.0156207601086438
6743,0.0456877780159841
6744,0.0512474376622944
6745,0.253160224430074
6746,0.0159707434699844
6747,0.0339569225726201
6748,0.0620603964422258
6749,0.0951354608964827
6750,0.797872590447886
6751,0.0186142073123249
6752,0.416980054058444
6753,0.5265813452358
6754,0.0318010595604796
6755,0.0321024508210417
6756,0.0284579800229774
6757,0.249346354915031
6758,0.287685547899184
6759,0.0243091598310001
6760,0.0274644917507764
6761,0.210530391761328
6762,0.0166920777630412
6763,0.0156207601086438
6764,0.840170002165039
6765,0.0337610502616966
6766,0.0282836164640214
6767,0.0289727299980691
6768,0.117201744875399
6769,0.036148670806739
6770,0.138334336079138
6771,0.016543943148827
6772,0.0445451252059957
6773,0.0223200434278768
6774,0.0179165992498346
6775,0.681122793345657
6776,0.0488943781730966
6777,0.0174907224186616
6778,0.0224759015850544
6779,0.0862619717959705
6780,0.876023646693864
6781,0.360136145291039
6782,0.116873546895912
6783,0.0203320511057035
6784,0.0175803800682902
6785,0.0553625471112233
6786,0.024681154259163
6787,0.777972014890268
6788,0.097935719585466
6789,0.0597748179722268
6790,0.0627716245815995
6791,0.0172272244729744
6792,0.0160570931581427
6793,0.108074886605953
6794,0.0176094874663841
6795,0.0780353703707825
6796,0.0191534620443689
6797,0.0498082593777582
6798,0.0518082368685244
6799,0.0636953349243829
6800,0.0663087426130947
6801,0.0600308848576526
6802,0.0264387677750645
6803,0.0086277086007428
6804,0.0148817392256732
6805,0.016347708717031
6806,0.0169806784490315
6807,0.686826465702291
6808,0.895167359111098
6809,0.0313569615446073
6810,0.8789868726943
6811,0.0271393575880612
6812,0.107419832229115
6813,0.0186504632568078
6814,0.0368400565217076
6815,0.0715772558716351
6816,0.219717530001699
6817,0.143172593962471
6818,0.0468843692341751
6819,0.886968765139367
6820,0.084155359153873
6821,0.0299189844537653
6822,0.0647886604358464
6823,0.18388357942319
6824,0.619143961051497
6825,0.874395162605347
6826,0.0204684593719782
6827,0.0406668445648404
6828,0.0156097723576151
6829,0.0445652356337145
6830,0.084155359153873
6831,0.032724363374662
6832,0.168877104459969
6833,0.028746129340994
6834,0.0245800598798848
6835,0.852110866445305
6836,0.0320623298521883
6837,0.11589154013553
6838,0.0433730768076904
6839,0.0280272256028912
6840,0.0328956954147898
6841,0.020980262210637
6842,0.0241851642234124
6843,0.0318653531481655
6844,0.871646221825135
6845,0.863187222833836
6846,0.0188171583498443
6847,0.24790155163042
6848,0.0448367185305328
6849,0.0179446017222701
6850,0.0917834330831048
6851,0.0178457627528705
6852,0.751112601758407
6853,0.0376306072637948
6854,0.0268488803556152
6855,0.0382384124192394
6856,0.0362627249863942
6857,0.119874398651612
6858,0.0305135588944603
6859,0.817655385028466
6860,0.790547923527189
6861,0.0339701345419992
6862,0.0394642083327171
6863,0.0383543539174273
6864,0.277788227940074
6865,0.0477138957510751
6866,0.684423166698129
6867,0.31782776235178
6868,0.0386931535363974
6869,0.539646668170707
6870,0.0561046747087009
6871,0.0221311566478206
6872,0.0467891980578884
6873,0.0678769831967868
6874,0.255948763862133
6875,0.0269293657935856
6876,0.0317345215262379
6877,0.0424941543770167
6878,0.341264226634863
6879,0.0538332966775703
6880,0.0162311432880184
6881,0.0196688891696136
6882,0.0210513069109676
6883,0.0173005601225648
6884,0.0173979348616661
6885,0.885344570470674
6886,0.0343531875337775
6887,0.0176851312203624
6888,0.0539404082235732
6889,0.0524563563738438
6890,0.0229170367912489
6891,0.065533795512829
6892,0.0241346737294856
6893,0.0799390144501812
6894,0.0176452410891815
6895,0.0273235081731509
6896,0.0170765912849868
6897,0.0302222044230304
6898,0.02606767594717
6899,0.0166954009951652
6900,0.00842312524066547
6901,0.0166862482284974
6902,0.0215409133736062
6903,0.133099492768527
6904,0.79468846746197
6905,0.0374721220384603
6906,0.016890306071428
6907,0.0475798354129323
6908,0.0291237265334893
6909,0.064113822079878
6910,0.0162478344259021
6911,0.0291506575152255
6912,0.018330615477839
6913,0.183004248690265
6914,0.0160248894959695
6915,0.0244977707920249
6916,0.0192320102803854
6917,0.0176154001660204
6918,0.207593884319925
6919,0.0222364103347298
6920,0.162942911447197
6921,0.865987950734064
6922,0.0467241020522625
6923,0.0214591692042895
6924,0.0779510297381434
6925,0.532869083440561
6926,0.0158300557553957
6927,0.488628452123098
6928,0.0237571342038116
6929,0.0319938068842812
6930,0.0210371736726009
6931,0.0210293319574858
6932,0.0260947752780491
6933,0.0223573652160751
6934,0.842491503628101
6935,0.418021972852384
6936,0.026206654735024
6937,0.0311318683378967
6938,0.141856695460328
6939,0.0281249413644017
6940,0.808000109595447
6941,0.0978671282798817
6942,0.0223547431963464
6943,0.846356355317546
6944,0.0369879057718325
6945,0.0253190581889491
6946,0.0972011725557857
6947,0.0815541435283354
6948,0.0172527502948839
6949,0.0297158401352823
6950,0.139459609769528
6951,0.0837184048839642
6952,0.0580290601335128
6953,0.721201623375329
6954,0.0174193439420601
6955,0.0962245188589146
6956,0.868158162086586
6957,0.0311640449887389
6958,0.0170029120582221
6959,0.0162904335530379
6960,0.125861195213975
6961,0.0196370091994003
6962,0.0370729087859612
6963,0.277012290296417
6964,0.0205984833438982
6965,0.04017400740765
6966,0.237682087230241
6967,0.808416980228039
6968,0.126044820131596
6969,0.0236903880779035
6970,0.0182510517702776
6971,0.0498809353550213
6972,0.400557418047658
6973,0.0267867058037963
6974,0.016522350936724
6975,0.0540426179155715
6976,0.045672078019418
6977,0.0273697467281884
6978,0.0153787799085936
6979,0.0853330461823022
6980,0.0166765442067335
6981,0.0267639690831389
6982,0.0762447277634517
6983,0.0205324796344604
6984,0.0281917227090793
6985,0.0643981465013559
6986,0.0440604057780668
6987,0.0187231358214627
6988,0.0281856056357356
6989,0.053960720431696
6990,0.884838509060172
6991,0.0548508344369909
6992,0.0155369892151468
6993,0.0304899701855125
6994,0.0389280654915446
6995,0.026452354458506
6996,0.0524358010546361
6997,0.0120358922613707
6998,0.0280442351224833
6999,0.0167055404157184
7000,0.0250205710651098
7001,0.0333177751400011
7002,0.626507420560867
7003,0.893642189677777
7004,0.42508711323923
7005,0.897460627420091
7006,0.0253745047874319
7007,0.0218983875197175
7008,0.0252989867885083
7009,0.813244364845622
7010,0.0163542807431491
7011,0.0870066169307717
7012,0.826985557320264
7013,0.0301218118446838
7014,0.309850886458152
7015,0.099268275256927
7016,0.454120930177917
7017,0.302488176526454
7018,0.178986802618985
7019,0.0945224117558628
7020,0.0784117873467956
7021,0.802909688177305
7022,0.888570691659392
7023,0.89946874492189
7024,0.884851552231329
7025,0.0422034766858241
7026,0.90887011996121
7027,0.0543445333085196
7028,0.0197489124034903
7029,0.0162897811453624
7030,0.628827072775879
7031,0.0198509625461291
7032,0.295518747011746
7033,0.0211886484338067
7034,0.1831690865442
7035,0.18998895283165
7036,0.0890787503043247
7037,0.869148159652665
7038,0.0565157410458648
7039,0.0242413527156704
7040,0.0407538713910534
7041,0.0187665282304224
7042,0.0244785156897297
7043,0.0654835542483388
7044,0.315192872814714
7045,0.0904908414426687
7046,0.0168239232961253
7047,0.903554684655131
7048,0.432898534219949
7049,0.0403417565602014
7050,0.0175240527397855
7051,0.0621220944223761
7052,0.0753122436437568
7053,0.0448529801231518
7054,0.0978225027839652
7055,0.026383111571807
7056,0.263482664106467
7057,0.0681975662639799
7058,0.241470300181284
7059,0.052806478503374
7060,0.0244745732071887
7061,0.860240019281876
7062,0.0288944764533875
7063,0.0207258585529431
7064,0.165084901992816
7065,0.14319113620554
7066,0.228151944143117
7067,0.0612201922126074
7068,0.017796289247035
7069,0.035953562487762
7070,0.120100581521963
7071,0.219521199076108
7072,0.441407472607776
